canton_id,nom,prenom,sexe,date_naissance,id
1640,VOGT,Victor,M,1989-02-21,10973
1641,BUFFA,Jean-Claude,M,1956-11-21,10974
1641,ESCHLIMANN,Michèle,F,1963-02-13,10975
1642,DILIGENT,Danielle,F,1946-05-20,10976
1642,HOERLE,Jean-Louis,M,1949-02-13,10977
1643,GREIGERT,Catherine,F,1963-11-22,10978
1643,SITZENSTUHL,Charles,M,1988-12-03,10979
1644,KOBRYN,Florian,M,1989-07-06,10980
1644,QUINTALLET,Ludivine,F,1983-02-17,10981
1645,FREMONT,Damien,M,1985-10-15,10982
1645,LARONZE,Fleur,F,1980-11-04,10983
1646,BEY,Françoise,F,1958-09-11,10984
1646,OEHLER,Serge,M,1959-12-09,10985
1647,TENENBAUM,Anne,F,1969-01-13,10986
1647,VETTER,Jean-Philippe,M,1980-02-25,10987
1648,MATT,Nicolas,M,1977-12-12,10988
1648,REYMANN,Anne,F,1966-01-07,10989
1649,JURDANT-PFEIFFER,Pascale,F,1954-02-21,10990
1649,MAURER,Jean-Philippe,M,1960-07-07,10991
1650,HEINTZ,Paul,M,1970-11-15,10992
1650,KOCHERT,Stéphanie,F,1975-08-12,10993
1653,DREXLER,Sabine,F,1963-08-17,10994
1653,JANDER,Nicolas,M,1971-06-05,10995
1654,ADRIAN,Daniel,M,1954-04-03,10996
1654,BEHA,Nicole,F,1963-07-29,10997
1655,LUTENBACHER,Annick,F,1955-08-30,10998
1655,SCHELLENBERGER,Raphaël,M,1990-02-14,10999
1656,DIETRICH,Martine,F,1955-03-27,11000
1656,HEMEDINGER,Yves,M,1965-10-23,11001
1657,KLINKERT,Brigitte,F,1956-07-22,11002
1657,STRAUMANN,Eric,M,1964-08-17,11003
1658,ELMLINGER,Carole,F,1979-11-01,11004
1658,KAMMERER,Joseph,M,1963-03-20,11005
1659,KLEITZ,Francis,M,1961-01-14,11006
1659,PAGLIARULO,Karine,F,1961-09-05,11007
1660,HAGENBACH,Vincent,M,1966-11-10,11008
1660,ZELLER,Fabienne,F,1957-08-29,11009
1661,BELTZUNG,Maxime,M,1990-09-04,11010
1661,HECTOR-BUTZ,Isabelle,F,1966-04-05,11011
1662,COUCHOT,Alain,M,1962-06-25,11012
1662,RAPP,Catherine,F,1960-09-17,11013
1663,FUCHS,Bruno,M,1959-04-07,11014
1663,JENN,Fatima,F,1963-07-25,11015
1664,MILLION,Lara,F,1968-11-11,11016
1664,SCHILDKNECHT,Jean-Luc,M,1960-02-15,11017
1665,BOHN,Patricia,F,1958-07-09,11018
1665,MUNCK,Marc,M,1954-08-26,11019
1666,SCHMIDIGER,Pascale,F,1961-09-15,11020
1666,ZELLER,Thomas,M,1982-09-01,11021
1667,BIHL,Pierre,M,1951-02-19,11022
1667,HELDERLE,Emilie,F,1976-04-07,11023
1668,MARTIN,Monique,F,1949-07-22,11024
1668,MULLER,Lucien,M,1952-01-06,11025
1669,VALLAT,Marie-France,F,1952-11-13,11026
1669,VOGT,Pierre,M,1949-05-05,11027
1687,DOUSSOT,Dimitri,M,1985-05-17,11028
1687,GAUTHERON,Martine,F,1954-02-19,11029
1688,BAILLY,Laurent,M,1970-08-03,11030
1688,CHAUVELOT-DUBAN,Claudy,F,1963-08-30,11031
1689,FAIVRE,Marie-Claire,F,1963-08-13,11032
1689,SOMBSTHAY,Jean-Jacques,M,1958-02-11,11033
1690,BURKHALTER,Fernand,M,1954-05-05,11034
1690,PEQUIGNOT,Martine,F,1957-04-14,11035
1691,BONNARD,Corinne,F,1968-04-11,11036
1691,RIETMANN,Olivier,M,1971-11-22,11037
1692,CORNU,Benoît,M,1972-04-13,11038
1692,GUILLEREY,Karine,F,1970-11-19,11039
1693,ARNOULD,Isabelle,F,1960-11-16,11040
1693,PIQUARD,Bernard,M,1953-10-31,11041
1694,BURGHARD,Frédéric,M,1968-11-28,11042
1694,JEANPARIS,Corinne,F,1972-07-01,11043
1695,FASSENET,Patricia,F,1964-06-18,11044
1695,GAY,Jean-Claude,M,1951-02-12,11045
1696,COUTHERUT,Sylvie,F,1969-03-08,11046
1696,SEGUIN,Laurent,M,1963-11-14,11047
1697,BERTIN,Jean-Marie,M,1959-12-08,11048
1697,RIGOLOT,Christelle,F,1974-01-11,11049
1698,EME,Edwige,F,1966-06-05,11050
1698,KRATTINGER,Yves,M,1948-11-05,11051
1699,BORDOT,Thierry,M,1960-07-01,11052
1699,GRANDJEAN,Véronique,F,1957-07-24,11053
1700,FRIQUET,Carmen,F,1963-09-08,11054
1700,PULICANI,Hervé,M,1963-04-14,11055
1701,MANIERE,Sylvie,F,1961-03-09,11056
1701,OUDOT,Thomas,M,1985-01-13,11057
1702,MICHEL,Carole,F,1977-10-13,11058
1702,THOMASSIN,Benoit,M,1973-02-20,11059
1703,GEHIN,Isabelle,F,1967-05-02,11060
1703,RICHARD,Michel,M,1952-04-25,11061
1708,AMIOT,Catherine,F,1977-10-12,11062
1708,BROCHOT,Frédéric,M,1974-12-03,11063
1709,BARNAY,Marie-Claude,F,1969-10-25,11064
1709,LAUBÉRAT,Didier,M,1957-06-28,11065
1710,BALLOT,Alain,M,1954-08-27,11066
1710,CLEMENT,Sophie,F,1980-10-18,11067
1711,BRUNET-LECHENAULT,Claudette,F,1949-03-30,11068
1711,DESCIEUX,Jean-Christophe,M,1968-12-08,11069
1712,GAUDRAY,Alain,M,1959-02-14,11070
1712,MELIN,Dominique,F,1958-01-28,11071
1713,DESCHAMPS,Amelle,F,1987-02-17,11072
1713,GUIGUE,Jean-Vianney,M,1982-05-25,11073
1714,BERGERET,Vincent,M,1964-06-02,11074
1714,VAILLANT,Françoise,F,1965-12-12,11075
1715,AURAY,Géraldine,F,1968-03-09,11076
1715,COGNARD,Jean-François,M,1949-04-20,11077
1716,BERTHIER,Pierre,M,1956-01-13,11078
1716,CORNELOUP,Josiane,F,1959-09-30,11079
1717,DURIX,Arnaud,M,1981-02-04,11080
1717,MARTELIN,Cécile,F,1974-01-11,11081
1718,FONTERAY,Jean-Luc,M,1958-06-23,11082
1718,LEMONON,Elisabeth,F,1961-11-24,11083
1719,CANTIER,Nadège,F,1979-02-10,11084
1719,DURAND,Bernard,M,1961-04-27,11085
1720,COUILLEROT,Evelyne,F,1958-05-09,11086
1720,HIPPOLYTE,Jean-Marc,M,1956-03-21,11087
1721,CANNARD,Frédéric,M,1968-10-23,11088
1721,CHAMBRIAT,Sylvie,F,1962-01-08,11089
1722,DESJOURS,Thierry,M,1969-04-14,11090
1722,MAUNY,Marie-France,F,1959-09-11,11091
1723,DAMY-DECHAMBENOIT,Nathalie,F,1973-10-04,11092
1723,DUVERNOIS,Michel,M,1955-03-01,11093
1724,LANOISELET,Dominique,F,1954-05-27,11094
1724,MARTIN,Sébastien,M,1977-11-24,11095
1725,GIEN,Chantal,F,1966-09-28,11096
1725,LOTTE,Dominique,M,1961-06-22,11097
1726,DESROCHES,Patrick,M,1966-10-30,11098
1726,LALANNE,Carine,F,1972-07-03,11099
1727,CHALUMEAU,Mathilde,F,1984-05-05,11100
1727,VADOT,Anthony,M,1982-12-14,11101
1728,COURTOIS,Jean-Patrick,M,1951-05-20,11102
1728,ROBIN,Christine,F,1959-08-26,11103
1729,CANNET,Claude,F,1967-04-13,11104
1729,REYNAUD,Hervé,M,1953-01-15,11105
1730,DUPARAY,Lionel,M,1981-02-07,11106
1730,FRIZOT,Marie-Thérèse,F,1952-05-08,11107
1731,DESMARD,Jean-Michel,M,1955-10-24,11108
1731,ROBLOT,Elisabeth,F,1968-09-01,11109
1732,ACCARY,André,M,1966-06-08,11110
1732,CHENUET,Carole,F,1969-07-12,11111
1733,GRUET,Aline,F,1967-05-10,11112
1733,JACQUARD,Sébastien,M,1976-01-19,11113
1734,BURDIN,Raymond,M,1950-12-02,11114
1734,PLISSONNIER,Florence,F,1962-03-05,11115
1735,PERRIN,Viviane,F,1964-03-02,11116
1735,PHILIBERT,Alain,M,1951-01-03,11117
1736,BECOUSSE,Jean-Claude,M,1957-12-20,11118
1736,BELTJENS,Colette,F,1950-02-02,11119
1741,CANTIN,Véronique,F,1958-10-25,11120
1741,LEMONNIER,Thierry,M,1961-03-02,11121
1742,BERTHE,Isabelle,F,1965-10-13,11122
1742,DESMAZIERES,Patrick,M,1956-05-17,11123
1743,COHU,Galiène,F,1961-05-06,11124
1743,VALLIENNE,Régis,M,1957-05-08,11125
1744,BROSSET,Marie-Pierre,F,1954-05-10,11126
1744,CHEVALLIER,Samuel,M,1971-06-08,11127
1745,GRELIER,Jean-Carles,M,1966-03-15,11128
1745,LEROUX,Marie Thérèse,F,1949-07-10,11129
1746,HUBERT,Laurent,M,1967-06-24,11130
1746,JUGUIN LALOYER,Michèle,F,1955-05-30,11131
1747,MÉTENIER,Joël,M,1953-12-31,11132
1747,PAINEAU,Catherine,F,1976-09-08,11133
1748,BOUSSARD,François,M,1965-01-23,11134
1748,LECOR,Brigitte,F,1965-09-04,11135
1749,BEAUCHEF,Frederic,M,1972-06-01,11136
1749,NICOLAS-LIBERGE,Monique,F,1955-10-13,11137
1750,GUY,Samuel,M,1976-05-05,11138
1750,HEUZÉ,Nelly,F,1956-02-27,11139
1751,ELSHOUD,Mélina,F,1991-01-05,11140
1751,MARCHAND,Eric,M,1966-03-08,11141
1752,RIVRON,Véronique,F,1948-05-23,11142
1752,SASSO,Olivier,M,1972-01-05,11143
1753,HAMONOU-BOIROUX,Lydia,F,1960-09-20,11144
1753,ROUILLON,Christophe,M,1967-01-26,11145
1754,AFFAGARD,Blandine,F,1968-06-15,11146
1754,CALIPPE,Yves,M,1952-08-16,11147
1755,COUNIL,Christophe,M,1972-09-05,11148
1755,COZIC-GUILLAUME,Isabelle,F,1970-08-04,11149
1756,DEBOST,Elen,F,1974-07-10,11150
1756,LEPROUST,Gilles,M,1957-11-27,11151
1757,CHEVALIER,Daniel,M,1958-10-21,11152
1757,CRNKOVIC,Martine,F,1955-08-15,11153
1758,LE MENER,Dominique,M,1958-11-12,11154
1758,LELONG,Françoise,F,1956-06-15,11155
1759,LE CONTE,Hélène,F,1964-01-03,11156
1759,TRIFAUT,Anthony,M,1977-07-04,11157
1760,GALPIN,Gérard,M,1957-02-18,11158
1760,LABRETTE MÉNAGER,Fabienne,F,1961-01-08,11159
1761,DELAHAYE,Delphine,F,1966-11-25,11160
1761,FRANCO,Emmanuel,M,1970-09-05,11161
1763,MAITRE,Florian,M,1990-05-03,11162
1763,SCHMITT,Nathalie,F,1964-11-18,11163
1764,BERETTI,Renaud,M,1968-01-30,11164
1764,DUBOUCHET-REVOL,Karine,F,1971-12-06,11165
1765,BERTHET,Martine,F,1961-03-27,11166
1765,GAYMARD,Hervé,M,1960-05-31,11167
1766,RUAZ,Dominique,F,1954-05-20,11168
1766,VAIRETTO,André,M,1960-01-20,11169
1767,PICOLLET,Auguste,M,1946-03-31,11170
1767,UTILLE-GRAND,Cecile,F,1978-08-12,11171
1768,BARBIER,Marie-Claire,F,1969-12-01,11172
1768,MOIROUD,François,M,1983-01-12,11173
1769,BONILLA,Claudine,F,1966-11-21,11174
1769,PAUCHET,Gaëtan,M,1989-12-22,11175
1770,BOCHATON,Brigitte,F,1958-01-20,11176
1770,CHASSOT,Aloïs,M,1982-10-13,11177
1771,FAVETTA SIEYES,Christelle,F,1979-08-11,11178
1771,MORAT,Franck,M,1970-11-08,11179
1772,FURBEYRE,Nathalie,F,1968-11-04,11180
1772,GRANGE,Christian,M,1959-03-07,11181
1773,DUC,Jean-François,M,1946-05-17,11182
1773,SANTAIS,Béatrice,F,1964-09-17,11183
1774,BERTHOUD,Luc,M,1962-12-21,11184
1774,FONTAINE,Nathalie,F,1965-05-15,11185
1775,BLANC-TAILLEUR,Fabienne,F,1967-07-13,11186
1775,ROLLAND,Vincent,M,1970-02-01,11187
1776,GUIGUE,Gilbert,M,1948-04-06,11188
1776,WOLFF,Corine,F,1962-09-25,11189
1777,GENNARO,Alexandre,M,1980-01-03,11190
1777,REMY,Josette,F,1964-04-23,11191
1778,CHAPPUIS,Catherine,F,1960-06-06,11192
1778,DARVEY,Albert,M,1955-10-19,11193
1779,PROVOST,Patrick,M,1955-04-21,11194
1779,VERNEY,Sophie,F,1973-02-25,11195
1780,BRUNET,Christiane,F,1964-03-05,11196
1780,THEVENET,Olivier,M,1975-02-02,11197
1781,CRESSENS,Annick,F,1958-07-12,11198
1781,LOMBARD,Franck,M,1954-07-29,11199
1785,DAVIET,François,M,1954-10-20,11200
1785,GONZO-MASSOL,Valérie,F,1969-07-31,11201
1786,LHUILLIER,Myriam,F,1962-02-15,11202
1786,PUTHOD,Dominique,M,1962-12-20,11203
1787,EXCOFFIER,François,M,1966-07-23,11204
1787,MAURIS,Odile,F,1960-10-04,11205
1788,BOUCHET,Estelle,F,1969-06-03,11206
1788,VERDONNET,Christian,M,1964-05-29,11207
1789,GAY,Agnès,F,1970-11-03,11208
1789,SADDIER,Martial,M,1969-10-15,11209
1790,MAS,Jean-Philippe,M,1972-10-23,11210
1790,METRAL,Marie-Antoinette,F,1955-08-30,11211
1791,LEI,Josiane,F,1962-02-10,11212
1791,RUBIN,Nicolas,M,1973-07-01,11213
1792,CATTANEO,Marcel,M,1949-02-16,11214
1792,DONZEL-GONET,Marie-Louise,F,1959-01-25,11215
1793,BOCCARD,Bernard,M,1950-02-15,11216
1793,TEPPE-ROGUET,Marie-Claire,F,1966-08-20,11217
1794,PEILLEX,Jean-Marc,M,1954-05-01,11218
1794,TERMOZ,Aurore,F,1976-04-08,11219
1795,PETEX-LEVET,Christelle,F,1980-09-02,11220
1795,RATSIMBA,David,M,1971-12-02,11221
1796,DULIEGE,Fabienne,F,1963-12-22,11222
1796,DÉPLANTE,Daniel,M,1975-07-26,11223
1797,DUBY-MULLER,Virginie,F,1979-08-16,11224
1797,LAMBERT,Gérard,M,1960-08-18,11225
1798,JULLIEN-BRECHES,Catherine,F,1957-02-05,11226
1798,MORAND,Georges,M,1950-04-06,11227
1799,BAUD-GRASSET,Joël,M,1971-05-31,11228
1799,BEURRIER,Chrystelle,F,1977-10-02,11229
1800,MUGNIER,Magali,F,1971-07-04,11230
1800,TARDY,Lionel,M,1966-06-07,11231
1801,BAUD,Richard,M,1972-01-18,11232
1801,MAHUT,Patricia,F,1975-08-28,11233
1804,BOUILLON,Christophe,M,1969-03-04,11234
1804,CANU,Pierrette,F,1948-12-08,11235
1805,LECORDIER,Nathalie,F,1963-11-30,11236
1805,MARTIN,Pascal,M,1960-03-07,11237
1806,METOT,Dominique,M,1957-04-02,11238
1806,MOUTIER LECERF,Murielle,F,1958-07-20,11239
1807,LAMIRAY,David,M,1972-12-12,11240
1807,MANZANARES,Brigitte,F,1950-01-04,11241
1808,MARCHE,Frédéric,M,1964-02-24,11242
1808,MEZRAR,Nadia,F,1969-02-06,11243
1809,GRELAUD,Laurent,M,1963-06-25,11244
1809,GROULT,Séverine,F,1976-05-22,11245
1810,GAUTIER,André,M,1965-06-16,11246
1810,VANDECANDELAERE,Imelda,F,1963-11-23,11247
1811,FOURNIER,Maryline,F,1966-01-26,11248
1811,LANGLOIS,Nicolas,M,1983-09-19,11249
1812,LESAGE,Julie,F,1978-04-01,11250
1812,MARIE,Didier,M,1960-05-19,11251
1813,GARRAUD,Valérie,F,1961-06-22,11252
1813,JACQUES,Laurent,M,1968-08-17,11253
1814,BAZILLE,Alain,M,1951-08-19,11254
1814,TESSIER,Dominique,F,1955-03-26,11255
1815,DECOUDRE,Joël,M,1956-03-06,11256
1815,LUCOT AVRIL,Virginie,F,1974-06-26,11257
1816,DIALLO,Tacko,F,1983-07-10,11258
1816,ROULY,Nicolas,M,1976-08-30,11259
1817,DUVAL,Christian,M,1958-07-25,11260
1817,THIBAUDEAU-RAINOT,Florence,F,1970-10-10,11261
1818,DUBOST,Jérôme,M,1975-07-25,11262
1818,MOREL,Christine,F,1962-02-23,11263
1819,BRUNEAU,Alban,M,1976-01-09,11264
1819,HERVÉ,Sophie,F,1976-07-14,11265
1820,COUPPEY,Louisa,F,1969-06-08,11266
1820,CRAMOISAN,Pascal,M,1963-10-25,11267
1821,FIRMIN LE BODO,Agnes,F,1968-11-20,11268
1821,TEISSERE,Patrick,M,1957-07-07,11269
1822,MSICA GUEROUT,Christelle,F,1968-07-26,11270
1822,SAINT MARTIN,Florent,M,1977-11-29,11271
1823,COTTEREAU,Chantal,F,1961-10-20,11272
1823,RENOUX,Vincent,M,1978-04-10,11273
1824,DEMAZURE,Julien,M,1987-06-18,11274
1824,DURAMÉ,Delphine,F,1975-04-10,11275
1825,BELLANGER,Bertrand,M,1959-12-22,11276
1825,FLAVIGNY,Catherine,F,1950-05-01,11277
1826,BERTRAND,Nicolas,M,1982-09-13,11278
1826,BILOQUET,Armelle,F,1970-01-16,11279
1827,COUTEY,Guillaume,M,1977-10-12,11280
1827,LARGILLET,Agnès,F,1977-12-24,11281
1828,CORITON,Bastien,M,1981-09-12,11282
1828,RENOU,Patricia,F,1967-02-21,11283
1829,DURANDE,Florence,F,1959-02-03,11284
1829,ROCHE,Olivier,M,1969-04-05,11285
1830,CAREL,Pierre,M,1960-11-05,11286
1830,GOUJON,Charlotte,F,1983-01-12,11287
1831,FOUQUET,Marie,F,1973-10-05,11288
1831,RASSE LAMBRECQ,Valentin,M,1995-09-29,11289
1832,BEREGOVOY,Jean-Michel,M,1966-05-20,11290
1832,HEROUIN-LEAUTEY,Florence,F,1972-12-28,11291
1833,DUTARTE,Caroline,F,1964-02-18,11292
1833,MARTOT,Stéphane,M,1972-11-07,11293
1834,BOTTE,Séverine,F,1982-01-12,11294
1834,MOYSE,Joachim,M,1969-07-30,11295
1835,GUERIN,David,M,1966-01-06,11296
1835,GUEROULT,Claire,F,1970-03-18,11297
1836,LHEUREUX,Jérôme,M,1960-03-15,11298
1836,SINEAU-PATRY,Cécile,F,1968-02-12,11299
1837,PAWELSKI,Léa,F,1990-11-08,11300
1837,RAGACHE,Alexis,M,1971-02-22,11301
1838,GEST,Severine,F,1971-06-16,11302
1838,TERRIER,Didier,M,1954-04-05,11303
1845,GOBERT,Julie,F,1981-08-10,11304
1845,ÉBLÉ,Vincent,M,1957-10-15,11305
1846,NETTHAVONGS,Céline,F,1970-06-03,11306
1846,RABASTE,Brice,M,1981-12-24,11307
1847,MORIN,Olivier,M,1947-03-22,11308
1847,PASQUIER,Véronique,F,1963-06-07,11309
1848,LAVIOLETTE,Jean,M,1947-01-13,11310
1848,THOBOR,Virginie,F,1970-05-07,11311
1849,DELOISY,Sophie,F,1968-09-19,11312
1849,JOZON,Michel,M,1960-09-18,11313
1850,MOUSSI-LE GUILLOU,Cindy,F,1982-06-02,11314
1850,PEZZETTA,Ugo,M,1975-07-14,11315
1851,GOUHOURY,Pascal,M,1968-04-24,11316
1851,RUCHETON,Béatrice,F,1955-03-19,11317
1852,CHANUSSOT,Jean-Marc,M,1955-06-16,11318
1852,LUCZAK,Daisy,F,1962-05-16,11319
1853,FENZAR-RIZKI,Bouchra,F,1981-04-17,11320
1853,ROBACHE,Christian,M,1967-03-06,11321
1854,LACROIX,Sarah,F,1968-04-05,11322
1854,PARIGI,Jean-François,M,1960-01-25,11323
1855,BEAULNES-SERENI,Nathalie,F,1961-04-05,11324
1855,JULLEMIER,Denis,M,1968-11-18,11325
1856,GRATACOS,Anthony,M,1985-04-05,11326
1856,MARGATÉ,Marianne,F,1971-09-17,11327
1857,BOURGEAIS-EL ABIDI,Majdoline,F,1978-06-29,11328
1857,SEPTIERS,Patrick,M,1954-10-07,11329
1858,LE BOUTER,Nolwenn,F,1977-08-25,11330
1858,THIERIOT,Jean-Louis,M,1969-06-26,11331
1859,COZIC,Bernard,M,1964-12-05,11332
1859,GARREAU,Isoline,F,1984-10-15,11333
1860,GAUTIER,Laurent,M,1968-04-24,11334
1860,MUNCH,Mireille,F,1946-09-10,11335
1861,DJEBARA,Smaïl,M,1985-09-13,11336
1861,SHORT-FERJULE,Sara,F,1979-08-30,11337
1862,LAVENKA,Olivier,M,1971-06-07,11338
1862,SOSINSKI,Sandrine,F,1980-09-18,11339
1863,PAUL-PETIT,Vincent,M,1959-05-09,11340
1863,VEAU,Véronique,F,1960-08-22,11341
1864,BAREILLE,Eric,M,1962-03-18,11342
1864,PICHERY,Marie-Line,F,1965-09-30,11343
1865,CERRI,Thierry,M,1964-04-29,11344
1865,GBIORCZYK,Anne,F,1965-06-22,11345
1866,DUBOSC,Yann,M,1968-12-28,11346
1866,THOMAS,Claudine,F,1961-08-19,11347
1867,ABREU,Emma,F,1982-05-12,11348
1867,VANDERBISE,Xavier,M,1969-10-15,11349
1868,RICHARD,Laurent,M,1954-10-27,11350
1868,WINOCOUR LEFEVRE,Pauline,F,1978-11-25,11351
1869,JEAN,Josette,F,1945-01-15,11352
1869,STEFANINI,Patrick,M,1953-07-11,11353
1870,DUMOULIN,Eric,M,1965-03-05,11354
1870,THIEYRE,Stéphanie,F,1974-05-24,11355
1871,D'ESTEVE,Sylvie,F,1953-12-07,11356
1871,DELEPIERRE,Richard,M,1969-07-16,11357
1872,ARENOU,Catherine,F,1953-06-22,11358
1872,BROSSE,Laurent,M,1985-10-25,11359
1873,BRISTOL,Nicole,F,1955-05-04,11360
1873,CHAMBON,Julien,M,1982-10-08,11361
1874,DUMOULIN,Cécile,F,1966-11-10,11362
1874,MULLER,Guy,M,1949-08-07,11363
1875,BEDIER,Pierre,M,1957-09-30,11364
1875,PEREIRA,Nathalie,F,1968-10-28,11365
1876,GARESTIER,Grégory,M,1982-08-24,11366
1876,ROSETTI,Alexandra,F,1967-09-14,11367
1877,BOULARAN,Laurence,F,1958-08-16,11368
1877,MERCKAERT,Lorrain,M,1970-11-22,11369
1878,HERZ,Marc,M,1953-09-18,11370
1878,ZAMMIT-POPESCU,Cécile,F,1970-02-16,11371
1879,COQUARD,Bertrand,M,1971-02-26,11372
1879,KOLLMANNSBERGER,Joséphine,F,1950-03-21,11373
1880,JAUNET,Suzanne,F,1953-01-11,11374
1880,OLIVE,Karl,M,1969-03-29,11375
1881,BAX DE KEATING,Geoffroy,M,1994-12-15,11376
1881,DEMONT,Clarisse,F,1966-02-20,11377
1882,BENASSAYA,Philippe,M,1964-08-04,11378
1882,BRAU,Sonia,F,1975-02-10,11379
1883,DESFORGES,Gwendoline,F,1974-12-13,11380
1883,PERICARD,Arnaud,M,1971-06-11,11381
1884,COUTANT,Ingrid,F,1973-11-04,11382
1884,FOND,Pierre,M,1963-03-10,11383
1885,CAPIAUX,Anne,F,1959-03-27,11384
1885,DAINVILLE,Nicolas,M,1986-09-21,11385
1886,DEVEZE,Fabienne,F,1962-08-26,11386
1886,RAYNAL,Jean-François,M,1955-02-14,11387
1887,CHAGNAUD-FORAIN,Claire,F,1967-11-13,11388
1887,DE LA FAIRE,Olivier,M,1970-04-25,11389
1888,AUBERT,Marie-Hélène,F,1961-12-31,11390
1888,LEBRUN,Olivier,M,1963-10-04,11391
1890,BAURUEL,René,M,1951-07-04,11392
1890,MISSIOUX,Marie-Pierre,F,1964-12-22,11393
1891,GERBAUD,Estelle,F,1977-08-22,11394
1891,GINGREAU,François,M,1973-03-05,11395
1892,BRILLAUD,Chantal,F,1960-11-24,11396
1892,DELAGARDE,Kim,M,1973-12-17,11397
1893,MAROLLEAU,Thierry,M,1963-04-24,11398
1893,RENAUDIN,Sylvie,F,1966-01-27,11399
1894,GUICHET,Anne-Sophie,F,1973-05-31,11400
1894,POIRAUD,Olivier,M,1962-08-21,11401
1895,DENOUES,Coralie,F,1983-10-25,11402
1895,GAILLARD,Didier,M,1960-03-08,11403
1896,BREMOND,Philippe,M,1961-11-10,11404
1896,PAULIC,Claire,F,1981-05-30,11405
1897,BARILLOT,Dorick,M,1957-07-05,11406
1897,SABOURIN BENELHADJ,Muriel,F,1965-08-11,11407
1898,MAUFFREY,Philippe,M,1953-08-16,11408
1898,VACHON,Séverine,F,1980-06-15,11409
1899,DUPEYROU,Romain,M,1982-12-21,11410
1899,NIETO,Rose-Marie,F,1965-04-28,11411
1900,PENICAUD,Bernard,M,1957-08-06,11412
1900,TRUONG,Elodie,F,1973-04-25,11413
1901,HYPEAU,Christine,F,1965-08-30,11414
1901,JUIN,Guillaume,M,1965-03-02,11415
1902,FAVREAU,Gilbert,M,1949-05-04,11416
1902,LARGEAU,Béatrice,F,1961-10-05,11417
1903,DEVAUTOUR,Thierry,M,1954-10-06,11418
1903,VINATIER,Nathalie,F,1967-04-15,11419
1904,PELAUD,Catherine,F,1952-06-26,11420
1904,RENOUX,Jean-François,M,1972-02-19,11421
1905,CHAUVEAU,Philippe,M,1969-07-15,11422
1905,MAHIET-LUCAS,Esther,F,1954-02-20,11423
1906,FOUILLET,Olivier,M,1975-01-29,11424
1906,GELÉE,Maryline,F,1956-11-04,11425
1909,TONOLLI,Angelo,M,1995-04-03,11426
1909,VAST,Julie,F,1978-08-03,11427
1910,HAUSSOULIER,Stéphane,M,1968-08-21,11428
1910,HOLLEVILLE-MILHAT,Sabrina,F,1969-11-02,11429
1911,BOHIN,Pascal,M,1965-09-24,11430
1911,LHOMME,Brigitte,F,1960-07-26,11431
1912,BENEDINI-POLLEUX,Catherine,F,1971-05-11,11432
1912,STOTER,Jean-Jacques,M,1957-09-25,11433
1913,BEAUVARLET,Franck,M,1967-04-21,11434
1913,CARON-DECROIX,Virginie,F,1977-11-01,11435
1914,BEUVAIN,Laurent,M,1970-07-11,11436
1914,ESTEBAN,Dolorès,F,1961-11-03,11437
1915,DARRAS,Zohra,F,1955-12-22,11438
1915,FAUVET,Frédéric,M,1968-06-21,11439
1916,ERCAN,Esra,F,1993-07-02,11440
1916,RENAUX,Jean-Claude,M,1961-10-19,11441
1917,PIOT,Jean-Louis,M,1955-03-25,11442
1917,QUIQUEMPOIS,Guillemette,F,1965-01-24,11443
1918,DUFLOT,Guillaume,M,1972-05-22,11444
1918,FONGUEUSE,France,F,1957-03-03,11445
1919,DE JENLIS,Hubert,M,1968-07-05,11446
1919,DEVAUX,Valérie,F,1964-06-19,11447
1920,DELÉTRÉ,Margaux,F,1989-08-29,11448
1920,JARDÉ,Olivier,M,1953-03-28,11449
1921,BOUCHY,Jean-Michel,M,1965-11-19,11450
1921,CARTON,Sabine,F,1971-06-18,11451
1922,HIVER,Christelle,F,1973-01-24,11452
1922,SOMON,Laurent,M,1957-12-28,11453
1923,LOGNON,René,M,1950-06-20,11454
1923,TEMMERMANN,Nathalie,F,1970-07-23,11455
1924,EVRARD,Monique,F,1957-09-24,11456
1924,NOIRET,Emmanuel,M,1971-06-03,11457
1925,BIHET,Arnaud,M,1974-02-06,11458
1925,SIRE,Guislaine,F,1952-10-09,11459
1926,DEMULE,Frédéric,M,1985-01-09,11460
1926,RAGUENEAU,Françoise,F,1951-01-25,11461
1927,DEMOUY,Bertrand,M,1971-04-30,11462
1927,MAILLE-BARBARE,Françoise,F,1950-11-17,11463
1928,BOULOGNE,Christophe,M,1975-01-05,11464
1928,KUMM,Valérie,F,1967-11-02,11465
1929,DE WAZIERS,Isabelle,F,1954-10-14,11466
1929,LEFEUVRE,Jannick,M,1955-12-13,11467
1930,HÉROUART,Josiane,F,1954-07-05,11468
1930,LARCHER,Wilfried,M,1974-10-10,11469
1931,HERTAULT,Claude,M,1951-10-18,11470
1931,MARTIN,Jocelyne,F,1951-05-04,11471
1935,AT,Marie-Louise,F,1981-01-03,11472
1935,FRANQUES,Michel,M,1957-06-21,11473
1936,BALARDY,Jean-Charles,M,1961-11-08,11474
1936,LAPEYRE,Margot,F,1994-11-21,11475
1937,GERAUD,Eva,F,1959-05-17,11476
1937,RAMOND,Christophe,M,1974-02-25,11477
1938,CLAVERIE,Elisabeth,F,1959-06-22,11478
1938,MOULIN,Etienne,M,1959-05-08,11479
